Period,Tranche 0 Interest Due,Tranche 0 Interest Paid,Tranche 0 Interest Shortfall, Tranche 0 Principal Paid, Tranche 0 Ending Balance,Tranche 1 Interest Due,Tranche 1 Interest Paid,Tranche 1 Interest Shortfall, Tranche 1 Principal Paid, Tranche 1 Ending Balance,Reserve Account Balance,
0,0,0,0,0,19848062.022424992,0,0,0,0,8506312.295324998,0
1,248100.77528031237,248100.77528031237,0.0,343200.6776762717,19504861.34474872,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
2,243810.766809359,243810.766809359,0.0,337845.9473267252,19167015.397421997,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
3,239587.69246777493,239587.69246777493,0.0,355177.46279142395,18811837.934630573,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
4,235147.97418288214,235147.97418288214,0.0,345820.82255082467,18466017.112079747,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
5,230825.2139009968,230825.2139009968,0.0,350143.58283270994,18115873.529247038,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
6,226448.41911558795,226448.41911558795,0.0,354520.37761811883,17761353.15162892,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
7,222016.91439536147,222016.91439536147,0.0,358951.88233834534,17402401.269290574,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
8,217530.01586613216,217530.01586613216,0.0,363438.7808675746,17038962.488422997,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
9,212987.03110528746,212987.03110528746,0.0,367981.7656284193,16670980.722794577,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
10,208387.2590349322,208387.2590349322,0.0,381218.3272470228,16289762.395547556,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
11,203622.02994434442,203622.02994434442,0.0,411781.7729010949,15877980.62264646,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
12,198474.75778308074,198474.75778308074,0.0,394041.04149650654,15483939.581149954,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
13,193549.24476437442,193549.24476437442,0.0,404552.74643339013,15079386.834716564,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
14,188492.33543395702,188492.33543395702,0.0,400660.1880910333,14678726.64662553,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
15,183484.0830828191,183484.0830828191,0.0,391292.4093209869,14287434.237304544,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
16,178592.92796630677,178592.92796630677,0.0,404099.0720024254,13883335.165302118,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
17,173541.68956627647,173541.68956627647,0.0,400810.6211343166,13482524.544167802,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
18,168531.5568020975,168531.5568020975,0.0,412918.9607687359,13069605.583399065,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
19,163370.0697924883,163370.0697924883,0.0,430224.8838257939,12639380.699573271,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
20,157992.2587446659,157992.2587446659,0.0,427836.66070487496,12211544.038868397,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
21,152644.30048585497,152644.30048585497,0.0,418648.7478938263,11792895.29097457,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
22,147411.19113718212,147411.19113718212,0.0,433410.10536538536,11359485.185609184,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
23,141993.56482011479,141993.56482011479,0.0,446089.8215205309,10913395.364088653,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
24,136417.44205110814,136417.44205110814,0.0,447585.0713412385,10465810.292747414,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
25,130822.62865934266,130822.62865934266,0.0,462135.7429376457,10003674.549809769,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
26,125045.9318726221,125045.9318726221,0.0,455680.4303920508,9547994.119417718,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
27,119349.92649272147,119349.92649272147,0.0,445410.9076566697,9102583.211761048,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
28,113782.29014701309,113782.29014701309,0.0,456206.553019306,8646376.658741742,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
29,108079.70823427178,108079.70823427178,0.0,470712.5502686047,8175664.108473137,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
30,102195.8013559142,102195.8013559142,0.0,460790.39001206326,7714873.718461074,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
31,96435.92148076341,96435.92148076341,0.0,477448.6564796358,7237425.061981438,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
32,90467.81327476796,90467.81327476796,0.0,482447.66572086205,6754977.396260576,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
33,84437.2174532572,84437.2174532572,0.0,514409.89947630494,6240567.496784272,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
34,78007.09370980339,78007.09370980339,0.0,479134.4648105723,5761433.031973699,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
35,72017.91289967124,72017.91289967124,0.0,493539.3201221006,5267893.711851599,120506.09085043748,120506.09085043748,0.0,0.0,8506312.295324998,0.0
